Image Name,Vote,Duration,Timestamp
10035ILSVRC2013_train_00043211.JPEG_I1_Q4.jpeg,1,0.56932,24-Jan-2023 14:45:43
10267ILSVRC2013_train_00052702.JPEG_I5_Q95.jpeg,4,0.32157,24-Jan-2023 14:45:52
10286ILSVRC2013_train_00057925.JPEG_I3_Q20.jpeg,2,0.73593,24-Jan-2023 14:46:01
10256ILSVRC2013_train_00044268.JPEG_I2_Q14.jpeg,2,0.32695,24-Jan-2023 14:46:10
1016ILSVRC2013_train_00017339.JPEG_I3_Q24.jpeg,3,0.52488,24-Jan-2023 14:46:19
10158ILSVRC2013_train_00043812.JPEG_I1_Q4.jpeg,1,0.41758,24-Jan-2023 14:46:28
10192ILSVRC2013_train_00043977.JPEG_I2_Q15.jpeg,2,0.36538,24-Jan-2023 14:46:38
1019ILSVRC2013_train_00015047.JPEG_I3_Q19.jpeg,3,0.37931,24-Jan-2023 14:46:47
10131ILSVRC2013_train_00043663.JPEG_I2_Q13.jpeg,2,0.39035,24-Jan-2023 14:46:56
10192ILSVRC2013_train_00052496.JPEG_I1_Q10.jpeg,2,0.45542,24-Jan-2023 14:47:05
10154ILSVRC2013_train_00057487.JPEG_I5_Q91.jpeg,5,0.2464,24-Jan-2023 14:47:14
1023ILSVRC2013_train_00017492.JPEG_I1_Q3.jpeg,1,0.30221,24-Jan-2023 14:47:23
1020ILSVRC2013_train_00012318.JPEG_I3_Q23.jpeg,2,0.26895,24-Jan-2023 14:47:32
10066ILSVRC2013_train_00043348.JPEG_I1_Q6.jpeg,1,0.31957,24-Jan-2023 14:47:41
10294ILSVRC2013_train_00052782.JPEG_I3_Q24.jpeg,3,0.28693,24-Jan-2023 14:47:52
10201ILSVRC2013_train_00057626.JPEG_I1_Q4.jpeg,1,0.39837,24-Jan-2023 14:48:01
10072ILSVRC2013_train_00043375.JPEG_I4_Q36.jpeg,4,0.3083,24-Jan-2023 14:48:10
10085ILSVRC2013_train_00057247.JPEG_I2_Q17.jpeg,3,0.33176,24-Jan-2023 14:48:19
10163ILSVRC2013_train_00052415.JPEG_I3_Q25.jpeg,2,0.30348,24-Jan-2023 14:48:28
10225ILSVRC2013_train_00052580.JPEG_I2_Q16.jpeg,3,0.47066,24-Jan-2023 14:48:37
10041ILSVRC2013_train_00043244.JPEG_I3_Q25.jpeg,4,0.40735,24-Jan-2023 14:48:46
10221ILSVRC2013_train_00057673.JPEG_I5_Q74.jpeg,5,0.20636,24-Jan-2023 14:48:55
1000ILSVRC2013_train_00087456.JPEG_I4_Q32.jpeg,2,1.1885,24-Jan-2023 14:49:05
10206ILSVRC2013_train_00044035.JPEG_I3_Q20.jpeg,2,0.34783,24-Jan-2023 14:49:14
