Image Name,Vote,Duration,Timestamp
691ILSVRC2013_train_00031900.JPEG_I4_Q41.jpeg,4,2.9713,23-Dec-2022 15:55:35
280ILSVRC2013_train_00013537.JPEG_I3_Q22.jpeg,2,0.31227,23-Dec-2022 15:55:45
937ILSVRC2013_train_00042435.JPEG_I2_Q11.jpeg,1,0.46218,23-Dec-2022 15:55:54
110ILSVRC2013_train_00005116.JPEG_I3_Q25.jpeg,2,0.28557,23-Dec-2022 15:56:03
53ILSVRC2013_train_00002502.JPEG_I1_Q7.jpeg,1,0.53293,23-Dec-2022 15:56:12
854ILSVRC2013_train_00038966.JPEG_I2_Q18.jpeg,2,1.7064,23-Dec-2022 15:56:23
870ILSVRC2013_train_00039340.JPEG_I3_Q20.jpeg,3,1.4955,23-Dec-2022 15:56:33
589ILSVRC2013_train_00027335.JPEG_I5_Q75.jpeg,4,1.8491,23-Dec-2022 15:56:44
388ILSVRC2013_train_00018710.JPEG_I1_Q7.jpeg,1,0.36261,23-Dec-2022 15:56:53
733ILSVRC2013_train_00033808.JPEG_I3_Q19.jpeg,3,0.68637,23-Dec-2022 15:57:03
27ILSVRC2013_train_00001151.JPEG_I4_Q30.jpeg,3,0.23554,23-Dec-2022 15:57:12
247ILSVRC2013_train_00012306.JPEG_I5_Q72.jpeg,3,1.6969,23-Dec-2022 15:57:22
500ILSVRC2013_train_00023376.JPEG_I4_Q48.jpeg,2,2.6232,23-Dec-2022 15:57:33
123ILSVRC2013_train_00006007.JPEG_I3_Q21.jpeg,2,0.26362,23-Dec-2022 15:57:42
15ILSVRC2013_train_00000572.JPEG_I5_Q80.jpeg,4,0.4402,23-Dec-2022 15:57:52
1106ILSVRC2013_train_00048554.JPEG_I4_Q40.jpeg,2,0.24546,23-Dec-2022 15:58:01
1026ILSVRC2013_train_00045567.JPEG_I2_Q15.jpeg,2,0.30774,23-Dec-2022 15:58:10
1135ILSVRC2013_train_00049556.JPEG_I4_Q28.jpeg,3,0.30923,23-Dec-2022 15:58:19
294ILSVRC2013_train_00014318.JPEG_I2_Q16.jpeg,2,0.0006505,23-Dec-2022 15:58:28
40ILSVRC2013_train_00001718.JPEG_I3_Q20.jpeg,3,0.3525,23-Dec-2022 15:58:38
835ILSVRC2013_train_00038488.JPEG_I2_Q12.jpeg,1,0.57006,23-Dec-2022 15:58:47
1105ILSVRC2013_train_00048489.JPEG_I3_Q23.jpeg,2,0.74437,23-Dec-2022 15:58:56
555ILSVRC2013_train_00025904.JPEG_I1_Q8.jpeg,1,0.22721,23-Dec-2022 15:59:06
720ILSVRC2013_train_00033161.JPEG_I4_Q45.jpeg,3,0.32206,23-Dec-2022 15:59:15
1098ILSVRC2013_train_00048153.JPEG_I3_Q19.jpeg,4,0.82306,23-Dec-2022 15:59:25
841ILSVRC2013_train_00038653.JPEG_I1_Q7.jpeg,1,1.3998,23-Dec-2022 15:59:35
104ILSVRC2013_train_00004785.JPEG_I3_Q25.jpeg,3,0.29786,23-Dec-2022 15:59:44
982ILSVRC2013_train_00043997.JPEG_I1_Q7.jpeg,1,0.30755,23-Dec-2022 15:59:53
237ILSVRC2013_train_00011631.JPEG_I3_Q20.jpeg,2,0.46739,23-Dec-2022 16:00:02
573ILSVRC2013_train_00026668.JPEG_I5_Q90.jpeg,2,0.33829,23-Dec-2022 16:00:11
1014ILSVRC2013_train_00045245.JPEG_I3_Q23.jpeg,3,0.2802,23-Dec-2022 16:00:21
375ILSVRC2013_train_00018007.JPEG_I5_Q56.jpeg,3,0.69291,23-Dec-2022 16:00:30
1060ILSVRC2013_train_00046674.JPEG_I3_Q24.jpeg,2,0.53104,23-Dec-2022 16:00:39
134ILSVRC2013_train_00006760.JPEG_I1_Q2.jpeg,1,0.37733,23-Dec-2022 16:00:48
334ILSVRC2013_train_00016159.JPEG_I4_Q28.jpeg,1,0.25175,23-Dec-2022 16:00:57
70ILSVRC2013_train_00003464.JPEG_I2_Q16.jpeg,1,0.24636,23-Dec-2022 16:01:07
449ILSVRC2013_train_00021054.JPEG_I4_Q28.jpeg,2,0.6022,23-Dec-2022 16:01:16
1125ILSVRC2013_train_00049289.JPEG_I1_Q9.jpeg,1,0.29795,23-Dec-2022 16:01:25
149ILSVRC2013_train_00007209.JPEG_I4_Q28.jpeg,3,0.90197,23-Dec-2022 16:01:35
1112ILSVRC2013_train_00048876.JPEG_I5_Q64.jpeg,3,0.96337,23-Dec-2022 16:01:45
985ILSVRC2013_train_00044049.JPEG_I4_Q48.jpeg,3,0.22582,23-Dec-2022 16:01:54
567ILSVRC2013_train_00026507.JPEG_I1_Q8.jpeg,1,0.86988,23-Dec-2022 16:02:04
864ILSVRC2013_train_00039146.JPEG_I3_Q25.jpeg,3,2.2637,23-Dec-2022 16:02:16
748ILSVRC2013_train_00034466.JPEG_I4_Q48.jpeg,2,0.58077,23-Dec-2022 16:02:25
842ILSVRC2013_train_00038666.JPEG_I2_Q15.jpeg,3,0.31441,23-Dec-2022 16:02:35
776ILSVRC2013_train_00035580.JPEG_I5_Q84.jpeg,3,0.30265,23-Dec-2022 16:02:44
734ILSVRC2013_train_00033821.JPEG_I1_Q3.jpeg,1,0.29295,23-Dec-2022 16:02:53
1093ILSVRC2013_train_00047907.JPEG_I4_Q34.jpeg,3,0.2632,23-Dec-2022 16:03:02
672ILSVRC2013_train_00031160.JPEG_I5_Q64.jpeg,2,0.8529,23-Dec-2022 16:03:12
641ILSVRC2013_train_00029935.JPEG_I1_Q4.jpeg,1,0.29702,23-Dec-2022 16:03:21
864ILSVRC2013_train_00039146.JPEG_I5_Q78.jpeg,4,0.30722,23-Dec-2022 16:03:30
586ILSVRC2013_train_00027286.JPEG_I3_Q20.jpeg,2,0.38295,23-Dec-2022 16:03:39
501ILSVRC2013_train_00023463.JPEG_I5_Q53.jpeg,2,0.62307,23-Dec-2022 16:03:49
275ILSVRC2013_train_00013207.JPEG_I2_Q12.jpeg,2,0.28936,23-Dec-2022 16:03:58
483ILSVRC2013_train_00022478.JPEG_I1_Q9.jpeg,2,0.29196,23-Dec-2022 16:04:07
419ILSVRC2013_train_00019976.JPEG_I2_Q11.jpeg,1,1.0693,23-Dec-2022 16:04:18
583ILSVRC2013_train_00027097.JPEG_I1_Q9.jpeg,1,0.28126,23-Dec-2022 16:04:27
698ILSVRC2013_train_00032099.JPEG_I3_Q23.jpeg,3,1.2304,23-Dec-2022 16:04:37
493ILSVRC2013_train_00022994.JPEG_I1_Q7.jpeg,1,0.32541,23-Dec-2022 16:04:46
1176ILSVRC2013_train_00051081.JPEG_I2_Q12.jpeg,3,0.42236,23-Dec-2022 16:04:56
114ILSVRC2013_train_00005415.JPEG_I1_Q6.jpeg,2,0.24606,23-Dec-2022 16:05:05
1111ILSVRC2013_train_00048802.JPEG_I3_Q21.jpeg,2,0.29076,23-Dec-2022 16:05:14
532ILSVRC2013_train_00024969.JPEG_I1_Q3.jpeg,1,0.48004,23-Dec-2022 16:05:23
967ILSVRC2013_train_00043294.JPEG_I3_Q21.jpeg,2,0.26258,23-Dec-2022 16:05:32
147ILSVRC2013_train_00007186.JPEG_I1_Q4.jpeg,1,0.42945,23-Dec-2022 16:05:41
408ILSVRC2013_train_00019354.JPEG_I2_Q17.jpeg,2,0.092241,23-Dec-2022 16:05:50
315ILSVRC2013_train_00015277.JPEG_I4_Q48.jpeg,3,0.84457,23-Dec-2022 16:06:00
217ILSVRC2013_train_00011113.JPEG_I5_Q50.jpeg,3,0.34766,23-Dec-2022 16:06:09
1155ILSVRC2013_train_00050177.JPEG_I4_Q40.jpeg,3,0.28018,23-Dec-2022 16:06:18
293ILSVRC2013_train_00014236.JPEG_I3_Q19.jpeg,3,0.31464,23-Dec-2022 16:06:27
378ILSVRC2013_train_00018167.JPEG_I2_Q15.jpeg,2,1.0198,23-Dec-2022 16:06:37
1084ILSVRC2013_train_00047510.JPEG_I3_Q23.jpeg,2,0.25647,23-Dec-2022 16:06:46
314ILSVRC2013_train_00015169.JPEG_I4_Q44.jpeg,3,1.0787,23-Dec-2022 16:06:56
943ILSVRC2013_train_00042560.JPEG_I2_Q11.jpeg,2,0.72955,23-Dec-2022 16:07:05
727ILSVRC2013_train_00033563.JPEG_I4_Q37.jpeg,3,0.26511,23-Dec-2022 16:07:14
826ILSVRC2013_train_00038120.JPEG_I1_Q6.jpeg,1,0.011848,23-Dec-2022 16:12:53
1102ILSVRC2013_train_00048418.JPEG_I4_Q31.jpeg,3,1.6473,23-Dec-2022 16:13:04
438ILSVRC2013_train_00020845.JPEG_I1_Q10.jpeg,1,0.49372,23-Dec-2022 16:13:13
1077ILSVRC2013_train_00047231.JPEG_I4_Q48.jpeg,2,1.5316,23-Dec-2022 16:13:23
1093ILSVRC2013_train_00047907.JPEG_I3_Q23.jpeg,3,0.35622,23-Dec-2022 16:13:32
552ILSVRC2013_train_00025806.JPEG_I4_Q42.jpeg,3,0.42093,23-Dec-2022 16:13:42
127ILSVRC2013_train_00006426.JPEG_I3_Q23.jpeg,3,0.0006444,23-Dec-2022 16:13:50
395ILSVRC2013_train_00019142.JPEG_I2_Q15.jpeg,2,0.30789,23-Dec-2022 16:14:00
704ILSVRC2013_train_00032266.JPEG_I4_Q49.jpeg,2,0.67066,23-Dec-2022 16:14:09
1057ILSVRC2013_train_00046617.JPEG_I3_Q19.jpeg,2,0.30896,23-Dec-2022 16:14:18
1067ILSVRC2013_train_00046975.JPEG_I2_Q17.jpeg,3,0.32708,23-Dec-2022 16:14:28
1146ILSVRC2013_train_00049935.JPEG_I5_Q58.jpeg,3,0.44668,23-Dec-2022 16:14:37
108ILSVRC2013_train_00005068.JPEG_I4_Q28.jpeg,3,0.27176,23-Dec-2022 16:14:56
806ILSVRC2013_train_00037046.JPEG_I1_Q6.jpeg,1,0.26914,23-Dec-2022 16:15:05
654ILSVRC2013_train_00030511.JPEG_I5_Q75.jpeg,3,4.031,23-Dec-2022 16:15:18
677ILSVRC2013_train_00031296.JPEG_I3_Q19.jpeg,2,0.26377,23-Dec-2022 16:15:27
114ILSVRC2013_train_00005415.JPEG_I2_Q17.jpeg,3,0.5446,23-Dec-2022 16:15:38
1075ILSVRC2013_train_00047163.JPEG_I3_Q20.jpeg,2,0.49245,23-Dec-2022 16:15:48
155ILSVRC2013_train_00007613.JPEG_I2_Q11.jpeg,1,0.27782,23-Dec-2022 16:15:57
395ILSVRC2013_train_00019142.JPEG_I5_Q79.jpeg,2,0.2623,23-Dec-2022 16:16:06
69ILSVRC2013_train_00003440.JPEG_I2_Q18.jpeg,2,0.64695,23-Dec-2022 16:16:16
924ILSVRC2013_train_00041864.JPEG_I1_Q8.jpeg,3,0.26354,23-Dec-2022 16:16:25
765ILSVRC2013_train_00035268.JPEG_I2_Q17.jpeg,2,0.37573,23-Dec-2022 16:16:34
180ILSVRC2013_train_00008722.JPEG_I4_Q42.jpeg,2,0.2866,23-Dec-2022 16:16:43
