Image Name,Vote,Duration,Timestamp
378ILSVRC2013_train_00018167.JPEG_I2_Q15.jpeg,2,0.27168,20-Jan-2023 17:31:30
12ILSVRC2013_train_00000419.JPEG_I1_Q6.jpeg,1,0.29238,20-Jan-2023 17:31:40
491ILSVRC2013_train_00022942.JPEG_I3_Q19.jpeg,2,0.36273,20-Jan-2023 17:31:50
1173ILSVRC2013_train_00050928.JPEG_I5_Q93.jpeg,4,0.17569,20-Jan-2023 17:31:59
237ILSVRC2013_train_00011631.JPEG_I3_Q20.jpeg,2,0.24573,20-Jan-2023 17:32:08
532ILSVRC2013_train_00024969.JPEG_I1_Q3.jpeg,1,0.0006215,20-Jan-2023 17:32:16
40ILSVRC2013_train_00001718.JPEG_I3_Q20.jpeg,2,0.24688,20-Jan-2023 17:32:25
155ILSVRC2013_train_00007613.JPEG_I2_Q11.jpeg,1,0.2702,20-Jan-2023 17:32:34
641ILSVRC2013_train_00029935.JPEG_I1_Q4.jpeg,1,0.31257,20-Jan-2023 17:32:43
604ILSVRC2013_train_00028228.JPEG_I4_Q29.jpeg,4,0.27566,20-Jan-2023 17:32:52
539ILSVRC2013_train_00025166.JPEG_I2_Q14.jpeg,3,0.29793,20-Jan-2023 17:33:01
1066ILSVRC2013_train_00046938.JPEG_I4_Q41.jpeg,3,0.42229,20-Jan-2023 17:33:10
584ILSVRC2013_train_00027147.JPEG_I1_Q9.jpeg,2,0.20796,20-Jan-2023 17:33:19
940ILSVRC2013_train_00042477.JPEG_I4_Q29.jpeg,3,0.25569,20-Jan-2023 17:33:28
573ILSVRC2013_train_00026668.JPEG_I5_Q90.jpeg,4,0.37613,20-Jan-2023 17:33:37
293ILSVRC2013_train_00014236.JPEG_I3_Q19.jpeg,2,0.0006008,20-Jan-2023 17:33:45
502ILSVRC2013_train_00023482.JPEG_I5_Q69.jpeg,5,0.26498,20-Jan-2023 17:33:54
952ILSVRC2013_train_00042798.JPEG_I2_Q18.jpeg,4,0.0006337,20-Jan-2023 17:34:03
375ILSVRC2013_train_00018007.JPEG_I5_Q56.jpeg,4,0.0006462,20-Jan-2023 17:34:11
1000ILSVRC2013_train_00044543.JPEG_I1_Q7.jpeg,1,4.4636,20-Jan-2023 17:34:25
739ILSVRC2013_train_00034203.JPEG_I5_Q54.jpeg,4,0.33034,20-Jan-2023 17:34:33
1111ILSVRC2013_train_00048802.JPEG_I3_Q21.jpeg,3,0.0005569,20-Jan-2023 17:34:42
350ILSVRC2013_train_00016691.JPEG_I2_Q16.jpeg,2,2.0643,20-Jan-2023 17:34:53
1088ILSVRC2013_train_00047730.JPEG_I1_Q2.jpeg,1,0.012117,20-Jan-2023 17:35:01
937ILSVRC2013_train_00042435.JPEG_I2_Q11.jpeg,2,0.23279,20-Jan-2023 17:35:10
580ILSVRC2013_train_00026938.JPEG_I4_Q48.jpeg,3,0.0005936,20-Jan-2023 17:35:19
501ILSVRC2013_train_00023463.JPEG_I5_Q53.jpeg,3,0.19647,20-Jan-2023 17:35:28
1055ILSVRC2013_train_00046578.JPEG_I2_Q14.jpeg,3,0.27426,20-Jan-2023 17:35:37
1008ILSVRC2013_train_00044992.JPEG_I5_Q75.jpeg,5,0.0006207,20-Jan-2023 17:35:45
347ILSVRC2013_train_00016582.JPEG_I4_Q35.jpeg,3,0.28371,20-Jan-2023 17:35:54
867ILSVRC2013_train_00039168.JPEG_I1_Q5.jpeg,1,0.0005892,20-Jan-2023 17:36:03
486ILSVRC2013_train_00022733.JPEG_I5_Q68.jpeg,4,1.1168,20-Jan-2023 17:36:13
1084ILSVRC2013_train_00047510.JPEG_I3_Q23.jpeg,3,0.93039,20-Jan-2023 17:36:22
832ILSVRC2013_train_00038391.JPEG_I4_Q29.jpeg,3,0.0005875,20-Jan-2023 17:36:31
358ILSVRC2013_train_00017037.JPEG_I2_Q13.jpeg,2,0.14685,20-Jan-2023 17:36:39
441ILSVRC2013_train_00020928.JPEG_I1_Q8.jpeg,3,0.6758,20-Jan-2023 17:36:49
1176ILSVRC2013_train_00051081.JPEG_I2_Q12.jpeg,4,0.000617,20-Jan-2023 17:36:57
764ILSVRC2013_train_00035252.JPEG_I4_Q43.jpeg,5,0.000591,20-Jan-2023 17:37:06
909ILSVRC2013_train_00041200.JPEG_I2_Q13.jpeg,1,0.80309,20-Jan-2023 17:37:15
864ILSVRC2013_train_00039146.JPEG_I5_Q78.jpeg,4,0.26366,20-Jan-2023 17:37:24
228ILSVRC2013_train_00011391.JPEG_I3_Q25.jpeg,3,0.83257,20-Jan-2023 17:37:34
1115ILSVRC2013_train_00048987.JPEG_I4_Q45.jpeg,4,1.277,20-Jan-2023 17:37:44
483ILSVRC2013_train_00022478.JPEG_I3_Q21.jpeg,3,0.18359,20-Jan-2023 17:37:52
641ILSVRC2013_train_00029935.JPEG_I5_Q79.jpeg,5,0.98003,20-Jan-2023 17:38:02
1126ILSVRC2013_train_00049301.JPEG_I1_Q8.jpeg,3,1.1436,20-Jan-2023 17:38:12
395ILSVRC2013_train_00019142.JPEG_I2_Q15.jpeg,2,0.000657,20-Jan-2023 17:38:20
110ILSVRC2013_train_00005116.JPEG_I3_Q25.jpeg,3,1.4347,20-Jan-2023 17:38:31
1101ILSVRC2013_train_00048350.JPEG_I2_Q13.jpeg,1,0.0006127,20-Jan-2023 17:38:39
539ILSVRC2013_train_00025166.JPEG_I1_Q2.jpeg,1,0.000604,20-Jan-2023 17:38:48
1146ILSVRC2013_train_00049935.JPEG_I5_Q58.jpeg,5,0.0004991,20-Jan-2023 17:38:56
555ILSVRC2013_train_00025904.JPEG_I1_Q8.jpeg,3,0.0005905,20-Jan-2023 17:39:05
153ILSVRC2013_train_00007545.JPEG_I5_Q72.jpeg,4,0.0006901,20-Jan-2023 17:39:14
1056ILSVRC2013_train_00046589.JPEG_I2_Q18.jpeg,3,0.41336,20-Jan-2023 17:39:23
875ILSVRC2013_train_00039726.JPEG_I4_Q47.jpeg,2,0.0005937,20-Jan-2023 17:39:31
806ILSVRC2013_train_00037046.JPEG_I1_Q6.jpeg,2,0.34153,20-Jan-2023 17:39:40
44ILSVRC2013_train_00002025.JPEG_I5_Q72.jpeg,4,0.0005489,20-Jan-2023 17:39:49
223ILSVRC2013_train_00011179.JPEG_I1_Q3.jpeg,1,0.0006574,20-Jan-2023 17:39:57
247ILSVRC2013_train_00012306.JPEG_I5_Q72.jpeg,4,3.8154,20-Jan-2023 17:40:10
696ILSVRC2013_train_00032061.JPEG_I1_Q3.jpeg,1,0.0006083,20-Jan-2023 17:40:19
1169ILSVRC2013_train_00050686.JPEG_I5_Q83.jpeg,5,0.0005925,20-Jan-2023 17:40:27
180ILSVRC2013_train_00008722.JPEG_I4_Q42.jpeg,3,2.1851,20-Jan-2023 17:40:38
70ILSVRC2013_train_00003464.JPEG_I2_Q16.jpeg,3,0.82478,20-Jan-2023 17:40:47
773ILSVRC2013_train_00035495.JPEG_I4_Q39.jpeg,4,2.5731,20-Jan-2023 17:41:14
